V 0.0.0.1 - VARIABLES,COMMENTS,br,de,en,eo,fr,hu,id,it,ja,lt,lv,nb,nl,pl,ro,ru,sk,sl,sv,tr,uk,zh
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KIKUYU,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ki) is Kikuyu,Kikuyu,Kikuyu,Kikuyu,Kikuja,Kikuyu,,,,キクユ語,Kikujų kalba,Kikuju valoda,,Gikuyu,,,Кикуйю,,,Kikuyu,Kikuyu dili,Кікуйю,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KINYARWANDA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : rw) is Kinyarwanda,Rwandeg,Kinyarwanda,Kinyarwanda,Ruanda,Kinyarwanda,,,,ルワンダ語,Kinjaruanda,Kiņaruanda,,Kinyarwanda,,,Руанда,,,Kinyarwanda,Kinyarvanda Dili,Кінаруанда,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KIRGHIZ,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ky) is Kirghiz,Kirghiz,Kirgisisch,Kirghiz,Kirgiza,Kirghiz,,,,キルギス語,Kirgizų kalba,Kirgīzu valoda,,Kirgizisch,,,Киргизский,,,Kirgiziska,Kırgızca,Киргизька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KIRUNDI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : rn) is Kirundi,Roundieg,Kirundi,Kirundi,Burunda,Kirundi,,,,ルンディ語,Kirundžių kalba,Kirundi,,Kirundi,,,Рунди,,,Kirundi,Kirundi Dili,Кірундійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KOMI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kv) is Komi,Komi,Komi,Komi,Komia,Komi,,,,コミ語,Komių kalba,Komi valoda,,Zurjeens (Komi),,,Коми,,,Komi,Komice,Комі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KONGO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kg) is Kongo,Kongoeg,Kikongo,Kongo,Konga,Kikongo,,,,コンゴ語,Kongo kalba,Kongu valoda,,Kongo,,,Конго,,,Kikongo,Kongoca,Конголезька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KOREAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ko) is Korean,Koreaneg,Koreanisch,Korean,Korea,Coréen,,,,朝鮮語,Korėjiečių kalba,Korejiešu valoda,,Koreaans,,,Корейский,,,Koreanska,Korece,Корейська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KURDISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ku) is Kurdish,Kurdeg,Kurdisch,Kurdish,Kurda,Kurde,,,,クルド語,Kurdų kalba,Kurdu valoda,,Koerdisch,,,Курдский,,,Kurdiska,Kürtçe,Курдська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KWANYAMA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kj) is Kwanyama,Kuanyama,oshiKwanyama,Kwanyama,kuanjama,Kuanyama,,,,クワニャマ語,Kvanjama kalba,Kvaņamu valoda,,Kwanyama,,,Кваньяма,,,Kwanyama,Kuanyama Dili,Кунама,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LAO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : lo) is Lao,Laoeg,Laotisch,Lao,Laosa,Lao,,,,ラーオ語,Lao kalba,Laosiešu valoda,,Laotiaans,,,Лаосский,,,Lao,Litvan Dili,Лаоська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LATIN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : la) is Latin,Latin,Latein,Latin,Latina,Latin,,,,ラテン語,Lotynų kalba,Latīņu valoda,,Latijn,,,Латинский,,,Latin,Latince,Латинська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LATVIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : lv) is Latvian,Latveg,Lettisch,Latvian,Latva,Letton,,,,ラトビア語,Latvių kalba,Latviešu valoda,,Lets,,,Латышский,,,Lettiska,Letonca,Латиська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LIMBURGISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : li) is Limburgish,Limbourgeg,Limburgisch,Limburgish,Limburga,Limbourgeois,,,,リンブルフ語,Limburgiečių kalba,Limburgiešu valoda,,Limburgs,,,Лимбургский,,,Limburgiska,Limburgca,Лімбурзька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LINGALA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ln) is Lingala,Lingala,Lingála,Lingala,Lingala,Lingala,,,,リンガラ語,Lingalų kalba,Lingala,,Lingala,,,Лингала,,,Lingala,Lingala Dili,Лінґала,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LITHUANIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : lt) is Lithuanian,Lituaneg,Litauisch,Lithuanian,Litova,Lituanien,,,,リトアニア語,Lietuvių kalba,Lietuviešu valoda,,Litouws,,,Литовский,,,Litauiska,Litvanca,Литовська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LUBA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : lu) is Luba,Luba-Katanga,Kiluba,Luba,Luba,Luba,,,,ルバ・カタンガ語,Lubų kalba,Lubakatanga,,Luba-Katanga,,,Луба-катанга,,,Luba,Luba dili,Луба-катанга,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__LUXEMBOURGISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : lb) is Luxembourgish,Luksembourgeg,Luxemburgisch,Luxembourgish,Luksemburga,Luxembourgeois,,,,ルクセンブルク語,Liuksemburgiečių kalba,Luksemburgiešu valoda,,Luxemburgs,,,Люксембургский,,,Luxemburgiska,Lüksemburgca,Люксембурзька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MACEDONIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mk) is Macedonian,Makedoneg,Mazedonisch,Macedonian,Makedona,Macédonien,,,,マケドニア語,Makedonų kalba,Maķedoniešu valoda,,Macedonisch,,,Македонский,,,Makedonska,Makedonca,Македонська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MALAGASY,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mg) is Malagasy,Malagasieg,Malagasy,Malagasy,Malagasa,Malgache,,,,マダガスカル語,Malagasių kalba,Malgašu valoda,,Plateaumalagasi,,,Малагасийский,,,Malagassiska,Madagaskar Dili,Малагасійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MALAY,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ms) is Malay,Malayeg,Malaiisch,Malay,Malaja,Malais,,,,マレー語,Malajų kalba,Malajiešu valoda,,Maleis,,,Малайский,,,Malajiska,Malayca,Малайська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MALAYALAM,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ml) is Malayalam,Malayalameg,Malayalam,Malayalam,Malajala,Malayalam,,,,マラヤーラム語,Malajalių kalba,Malajālama,,Malayalam,,,Малаялам,,,Malayalam,Malayalam Dili,Малаялам,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MALTESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mt) is Maltese,Malteg,Maltesisch,Maltese,Malta,Maltais,,,,マルタ語,Maltiečių kalba,Maltiešu valoda,,Maltees,,,Мальтийский,,,Maltesiska,Malta Dili,Мальтійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MANX,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : gv) is Manx,Manaveg,Manx,Manx,Manksa,Mannois,,,,マン島語,Menksiečių kalba,Meniešu valoda,,Manx-Gaelisch,,,Мэнский,,,Manx,Galce (Manx),Менська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MAORI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mi) is Māori,Maorieg,Maori,Māori,Maoria,Maori,,,,マオリ語,Maorių kalba,Maoru valoda,,Maori,,,Маори,,,Maori,Maori Dili,Маорі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MARATHI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mr) is Marathi,Marateg,Marathi,Marathi,Marata,Marathi,,,,マラーティー語,Maratų kalba,Marathu valoda,,Marathi,,,Маратхи,,,Marathi,Marathi Dili,Маратхі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MARSHALLESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mh) is Marshallese,Marchalleg,Marshallesisch,Marshallese,Marŝala,Marshallais,,,,マーシャル語,Maršaliečių kalba,Māršaliešu valoda,,Marshallees,,,Маршалльский,,,Marshallesiska,Marshall Adaları dili,Маршальська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MOLDAVIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mo) is Moldavian,Moldoveg,Moldauische,Moldavian,Moldava,Moldave,,,,モルドバ語,Moldavų kalba,Moldāvu valoda,,Moldavisch,,,Молдавский,,,Moldaviska,Moldovca,Молдовськ,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__MONGOLIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : mn) is Mongolian,Mongoleg,Mongolisch,Mongolian,Mongola,Mongol,,,,モンゴル語,Mongolų kalba,Mongoļu valoda,,Mongools,,,Монгольский,,,Mongoliska,Moğolca,Монгольська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NAURU,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : na) is Nauru,Naurueg,Nauruisch,Nauru,Naura,Nauruan,,,,ナウル語,Nauriečių kalba,Nauruiešu valoda,,Nauruaans,,,Науруанский,,,Nauruanska,Nauru Dili,Науру,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NAVAJO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : nv) is Navajo,Navac'hoeg,Navajo,Navajo,Navaha,Navajo,,,,ナバホ語,Navachų kalba,Navahu valoda,,Navajo,,,Навахо,,,Navaho,Navahoca,Навахо,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NDONGA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ng) is Ndonga,Ndongeg,Ndonga,Ndonga,Ndonga,Ndonga,,,,ンドンガ語,Ndongų kalba,Ndongu valoda,,Ndonga,,,Ндонга,,,Ndonga,Ndonga dili,Ндонга,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NEPALI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ne) is Nepali,Nepaleg,Nepali,Nepali,Nepala,Népalais,,,,ネパール語,Nepalų kalba,Nepāliešu valoda,,Nepalees,,,Непальский,,,Nepali,Nepal Dili,Непальська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NORTHERN_SAMI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : se) is Northern Sami,Samieg an norzh,Nordsamisch,Northern Sami,Nord-samea,Same du Nord,,,,北部サーミ語,Šiaurės samių kalba,Ziemeļsāmu valoda,,Noord-Samisch,,,Северносаамский,,,Nordsamiska,Kuzey Samice,Північносаамська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NORTH_NDEBELE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : nd) is North Ndebele,Ndebeleg an norzh,Nord-Ndebele,North Ndebele,Norda Ndebela,Sindebele,,,,北ンデベレ語,Šiaurės ndebelų kalba,Ziemeļndebelu valoda,,Noord-Ndebele,,,Северный ндебеле,,,Nordndebele,Kuzey Ndebele Dili,Північна ндебеле,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NORWEGIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : no) is Norwegian,Norvegeg,Norwegisch,Norwegian,Norvega,Novégien,,,,ノルウェー語,Norvegų kalba,Norvēģu valoda,,Noors,,,Норвежский ,,,Norska,Norveçce,Норвезька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NORWEGIAN_BOKMAL,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : nb) is Norwegian Bokmål,Novegeg (bokmål),Bokmål,Norwegian Bokmål,Norvega (Bokmål),Norvégien Bokmål,,,,ノルウェー語 (ブークモール),Norvegų kalba bokmål,Būkmols,,Bokmål-Noors,,,Букмол,,,Bokmål,Norveçce (Bokmål),Букмол,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__NORWEGIAN_NYNORSK,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : nn) is Norwegian Nynorsk,Norvegeg (nynorsk),Nynorsk,Norwegian Nynorsk,Norvega (Nynorsk),Norvégien nynorsk,,,,ノルウェー語 (ニーノシュク),Naujoji norvegų kalba Nynorsk,Jaunnorvēģu valoda,,Nynorsk,,,Новонорвежский,,,Nynorska,Norveçce (Nynorsk),Нюношк,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__OCCITAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : oc) is Occitan,Okitaneg,Okzitanisch,Occitan,Okcitana,Occitan,,,,オック語,Oksitanų kalba,Oksitāņu valoda,,Occitaans,,,Окситанский,,,Occitanska,Oksitan Dili,Окситанська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__OJIBWA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : oj) is Ojibwa,Ojibweg,Ojibwe,Ojibwa,Oĝibva,Ojibwé,,,,オジブウェー語,Odžibvių kalba,Odžibvu valoda,,Ojibweg,,,Оджибве,,,Ojibwa,Ojibvaca,Оджибве,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__OLD_CHURCH_SLAVONIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : cu) is Old Church Slavonic,Henslaveg an Iliz,Kirchenslawisch,Old Church Slavonic,Malnovslava,Vieux-slave,,,,古代教会スラヴ語,Bažnytinė slavų kalba,Baznīcslāvu valoda,,Kerkslavisch,,,Церковнославянский,,,Fornkyrkoslaviska,Eski Kilise Slavcası,Церковнослов’янська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ORIYA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : or) is Oriya,Oriyeg,Oriya,Oriya,Orija,Oriya,,,,オリヤー語,Orijų kalba,Oriju valoda,,Odia,,,Ория,,,oriya,Oriya Dili,Орія,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__OROMO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : om) is Oromo,Oromoeg,Oromo,Oromo,Oroma,Oromo,,,,オロモ語,Oromų kalba,Oromu valoda,,Afaan Oromo,,,Оромо,,,oromo,Oromo Dili,Орома,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__OSSETIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : os) is Ossetian,Oseteg,Ossetisch,Ossetian,Oseta,Ossète,,,,オセット語,Osetinų kalba,Osetīnu valoda,,Ossetisch,,,Осетинский,,,Ossetiska,Osetçe,Осетинська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__PALI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : pi) is Pāli,Palieg,Pali,Pāli,Palia,Pali,,,,パーリ語,Pali kalba,Pāli valoda,,Pali,,,Пали,,,Pali,Pali,Палі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__PANJABI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : pa) is Panjabi,Pandajabeg,Panjabi,Panjabi,Panĝaba,Pendjabi,,,,パンジャーブ語,Pendžabų kalba,Pandžabu valoda,,Punjabi,,,Панджаби,,,Punjabi,Pencap Dili,Панджабі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__PASHTO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ps) is Pashto,Pachtoueg,Paschtunisch,Pashto,Paŝtua,Pachto,,,,パシュトー語,Puštūnų kalba,Puštu,,Pasjtoe,,,Пушту,,,Pashto,Peştuca,Пушту,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__PERSIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : fa) is Persian,Perseg,Persisch,Persian,Persa,Perse,,,,ペルシア語,Persų kalba,Persiešu valoda,,Perzisch,,,Персидский,,,Persiska,Farsça,Перська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__POLISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : pl) is Polish,Poloneg,Polnisch,Polish,Pola,Polonais,,,,ポーランド語,Lenkų kalba,Poļu valoda,,Pools,,,Польский,,,Polska,Polonyaca,Польська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__PORTUGUESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : pt) is Portuguese,Portugaleg,Portugiesisch,Portuguese,Portugala,Portugais,,,,ポルトガル語,Portugalų kalba,Portugāļu valoda,,Portugees,,,Португальский,,,Portugisiska,Portekizce,Португальська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__QUECHUA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : qu) is Quechua,Ketchwaeg,Quechua,Quechua,Keĉua,Quechua,,,,ケチュア語,Kečujų kalba,Kečvu valoda,,Quechua,,,Кечуанский,,,Quechua,Keçuva Dili,Кечуа,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__REUNIONESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : rc) is Reunionese,Kreoleg Reünion ,Réunion-Kreolisch,Reunionese,Reunia kreola,Créole Réunionais,,,,レユニオン・クレオール語,Reunjono kreolų kalba,Reinjoniešu kreolu valoda,,,,,Реюньонский креольский язык,,,Reunionsk kreolska,Reunionese Kreolü,Реюньйонська креольська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ROMANIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ro) is Romanian,Roumaneg,Rumänisch,Romanian,Rumana,Roumain,,,,ルーマニア語,Rumunų kalba,Rumāņu valoda,,Roemeens,,,Румынский,,,Rumänska,Romence,Румунська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ROMANSH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : rm) is Romansh,Romancheg,Romanisch,Romansh,Romanĉa,Romanche,,,,ロマンシュ語,Retoromanų kalba,Retoromanų kalba,,Reto-Romaans,,,Романшский,,,Rätoromanska,Romansça,Ретороманська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__RUSSIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ru) is Russian,Ruseg,Russisch,Russian,Rusa,Russe,,,,ロシア語,Rusų kalba,Krievu valoda,,Russisch,,,Русский,,,Ryska,Rusça,Російська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SAMOAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sm) is Samoan,Samoaeg,Samoanisch,Samoan,Samoa,Samoan,,,,サモア語,Samoa kalba,Samoāņu valoda,,Samoaans,,,Самоанский,,,Samoanska,Samoa Dili,Самоанська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SANGO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sg) is Sango,Sangoeg,Sango,Sango,Sangoa,Sango,,,,サンゴ語,Sangų kalba,Sangu valoda,,Sango,,,Санго,,,Sango,Sangro,Санго,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SANSKRIT,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sa) is Sanskrit,Sañskriteg,Sanskrit,Sanskrit,Sanskrita,Sanskrit,,,,サンスクリット,Sanskritas,Sanskrits,,Sanskriet,,,Санскрит,,,Sanskrit,Sanskritçe,Санскрит,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SARDINIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sc) is Sardinian,Sardinieg,Sardisch,Sardinian,Sarda,Sarde,,,,サルデーニャ語,Sardų kalba,Sardīniešu valoda,,Sardijns,,,Сардинский,,,Sardiska,Sardunyaca,Сардинська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SCOTTISH_GAELIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : gd) is Scottish Gaelic,Gouezeleg Skos,Schottisch-gälisch,Scottish Gaelic,Skotgaela,Gaélique Écossais,,,,スコットランド・ゲール語,Škotų gėlų kalba,Skotu gēlu valoda,,Schots-Gaelisch,,,Шотландский,,,Skotsk gaeliska ,Galce (İskoç),Шотландська гельська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SERBIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sr) is Serbian,Serbeg,Serbisch,Serbian,Serba,Serbe,,,,セルビア語,Serbų kalba,Serbu valoda,,Servisch,,,Сербский,,,Serbiska,Sırpça,Сербська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SERBO_CROATIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sh) is Serbo-Croatian,Serbeg-ha-kroateg,Serbokroatisch,Serbo-Croatian,Serbo-Kroata,Serbo-Croate,,,,セルビア・クロアチア語,Serbų kroatų kalba,Serbhorvātu valoda,,Servo-Kroatisch,,,Сербохорватский язык,,,Serbokroatiska,Sırp Hırvatçası,Сербохорватська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SHONA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sn) is Shona,Choneg,Shona,Shona,Ŝona,Shona,,,,ショナ語,Šonų kalba,Šonu valoda,,Shona,,,Шона,,,Shona,Shona Dili,Шона,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SICHUAN_YI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ii) is Sichuan Yi,Yieg,Yi,Sichuan Yi,Siĉua Jia,Yi,,,,四川彝語,Ji kalba,Sičuaņas ji valoda,,Yi,,,Носу,,,Sichuan yi,Sişuan Yi,Сичуань Йї,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SINDHI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sd) is Sindhi,Sindeg,Sindhi,Sindhi,Sinda,Sindhi,,,,シンド語,Sindžų kalba,Sindhu valoda,,Sindhi,,,Синдхи,,,Sindhi,Sindçe,Сіндхі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SINHALESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : si) is Sinhalese,Sinhaleg,Singhalesisch,Sinhalese,Sinhala,Cingalais,,,,シンハラ語,Sinhalų kalba,Singāļu valoda,,Singalees,,,Сингальский,,,Singalesiska,Seylanca,Сингальська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SLOVAK,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sk) is Slovak,Slovakeg,Slowakisch,Slovak,Slovaka,Slovaque,,,,スロバキア語,Slovakų kalba,Slovāku valoda,,Slowaaks,,,Словацкий,,,Slovakiska,Slovakça,Словацька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SLOVENIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sl) is Slovenian,Sloveneg,Slowenisch,Slovenian,Slovena,Slovène,,,,スロベニア語,Slovėnų kalba,Slovāku valoda,,Sloveens,,,Словенский,,,Slovenska,Slovence,Словенська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SOMALI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : so) is Somali,Somalieg,Somali,Somali,Somala,Somali,,,,ソマリ語,Somalių kalba,Somāļu valoda,,Somalisch,,,Сомалийский,,,Somaliska,Somali Dili,Сомалійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SOTHO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : st) is Sotho,Sothoeg,Sesotho,Sotho,Sota,Sotho du Sud,,,,ソト語,Pietų sotų kalba,Dienvidsotu valoda,,Zuid-Sotho,,,Сесото,,,Sesotho,Soto Dili,Сесото,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SOUTH_NDEBELE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : nr) is South Ndebele,Ndebeleg ar su,Süd-Ndebele,South Ndebele,Suda Ndebela,Nrebele,,,,南ンデベレ語,Pietų ndebelų kalba,Isindebele,,Zuid-Ndebele,,,Южный ндебеле,,,Sydndebele,Güney Ndebele Dili,Південна ндебеле,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SPANISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : es) is Spanish,Spagnoleg,Spanisch,Spanish,Hispana,Espagnol,,,,スペイン語,Ispanų kalba,Spāņu valoda,,Spaans,,,Испанский,,,Spanska,İspanyolca,Іспанська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SUNDANESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : su) is Sundanese,Soundaneg,Sundanesisch,Sundanese,Sunda,Soudanais,,,,スンダ語,Sundų kalba,Sundu valoda,,Soendanees,,,Сунданский,,,Sundanesiska,Sundanca,Сунданська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SWAHILI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sw) is Swahili,Swahilieg,Swahili,Swahili,Svahila,Swahili,,,,スワヒリ語,Suahilių kalba,Svahili,,Swahili,,,Суахили,,,Swahili,Svahili Dili,Суахілі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SWATI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ss) is Swati,Swatieg,Siswati,Swati,Svazia,Swati,,,,スワジ語,Svazių kalba,Svatu valoda,,Swazi,,,Свати,,,Siswati,Siswati Dili,Сваті,
